Java,Classes,Packages,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,DIT,Class Variables,Class Methods,NIM,NIV,Local Methods,Methods,Default Methods,Private Methods,Protected Methods,Public Methods,BLOC,Declarative Line of Code,Executable Line of Code,Statements,Declarative Statements,Executable Statements,Comment to Code Ratio,questions
0.0,0.0,0.0,0.14441660780191912,0.0,0.13196701381708967,0.0,0.0,0.0,0.528417986198398,0.6946897271867032,0.0,0.0,0.23059463167606442,0.33007807347601376,0.5421668943129442,0.13196701381709092,0.13196701381708967,1.0,0.06847711229571746,0.0,0.8822511506181895,0.0,0.013758673189521304,0.13762157650302612,0.0,0.024915723074322542,0.0,0.6712685468527864,0.0
0.09082078678970375,0.08050255932992097,0.07523939808481536,0.2720931211635761,0.08266004224219096,0.0,0.0659585753809591,0.6412960252291612,0.0,0.7784117282270301,0.8772854486794315,0.0,1.0,0.4612935393160528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735703944987331,0.0017772659722501546,0.026574800250919548,0.3359274078178761,0.1304325145760165,0.042002093975158,0.2350310700620421,0.5403001055218808,0.0
0.3801050819020707,0.3576716443165955,0.5117522696182067,0.0,0.027438761616977926,0.25219238879366784,0.15964334787624634,0.05580135415160682,0.0,0.0,0.0,0.0,0.2096814964627441,0.0,0.6450690321102746,0.5819157540381662,0.2521923887936692,0.25219238879366784,0.0,0.6721380452927896,0.0,0.0,0.12456300849714241,0.0,0.0,0.057000545292111425,0.0,0.061822583547670035,0.4023749721516291,0.0
0.5454103933948519,0.5171294141978181,0.7154582763337893,0.17971483932254317,0.2883169566527483,0.48600178952440237,0.4161375594644329,0.46908965573196243,0.0,0.8481093600294464,0.09573788446418156,0.0,0.13179979641092326,0.30098545096898593,0.73356216225731,0.918064423127015,0.48600178952439893,0.48600178952440237,0.0,0.829648929962409,0.0,0.13331125033453728,0.42199539441086487,0.27562575283241686,0.1403389076805531,0.26584125452483914,0.2990045631742261,0.1902741421965519,1.0,0.0
0.5454103933948519,0.5644485807352257,0.7154582763337893,0.7031908540431002,0.8583448702446432,0.8838323353293394,1.0,1.0,0.0,0.8383454456111542,0.6439240344469104,0.0,0.18230278169475653,1.0,0.7534456355283304,0.909774051732951,0.8838323353293416,0.8838323353293394,0.0,0.7933884297520657,0.0,0.9158975750995295,0.8779677016183247,0.8010019113476322,0.6778888673534352,0.7323421040563427,0.8399493383122648,0.5284818053319319,0.8212561603932593,0.0
0.5832928606119475,0.6007445323406235,0.7154582763337893,0.7047809804805206,0.8435052915543344,0.8922928336874617,0.9632581443462661,0.8094462069508371,0.0,0.8551655533931503,0.5803736595014133,0.0,0.13086698893039436,0.9654566667618082,0.7884206886331074,0.8681322577347121,0.8922928336874633,0.8922928336874617,0.0,0.7556841984994471,0.0,1.0,0.8677265838357897,0.8021673023416785,0.6865863982721432,0.7011433943467398,0.8299210458293875,0.48335205630146205,0.639747909656754,0.0
0.6850555666657144,0.6982454219472806,0.7865937072503421,0.5468390244497947,0.6948757934161995,0.7608312786192318,0.8329940827878854,0.5837227244656977,0.0,0.7990079341810239,0.34019295536532423,0.0,0.33993906361937637,0.9558748327495084,0.6270196788168133,0.6247711239787702,0.7608312786192332,0.7608312786192318,0.0,0.6751037003832339,0.0,0.9104660322326535,0.7660872442868478,0.7121433342367494,0.5460648464296188,0.5255847135963876,0.7295550140252081,0.24751391726659022,0.3693262449679939,0.0
0.8196072989662112,0.8271621352123912,0.923783466875122,0.8611051599880012,0.8972513971794841,0.9468898936820241,0.8585366498095274,0.7116454080362943,0.0,0.9648178206625504,0.704282174669458,0.0,0.2870180887328257,0.8766525774441933,0.920336281526393,0.9489149099983512,0.9468898936820241,0.9468898936820241,0.0,0.9291376526998044,0.0,0.7814921299681654,0.9303121580989063,0.928662575349355,0.857984543141672,0.8655340621864849,0.9255630945798687,0.7912187623993145,0.2497461729996164,0.0
0.8484701311316173,0.8548161935784085,0.9644322845417237,1.0,1.0,1.0,0.9129976511186673,0.8648853428365169,0.0,1.0,0.9403339711212039,0.0,0.27088664701115844,0.8598487256757212,1.0,0.9917356780151986,1.0,1.0,0.0,1.0,0.0,0.7476927252985884,1.0,1.0,1.0,1.0,1.0,1.0,0.2595137101039271,0.0
0.8484701311316173,0.8548161935784085,0.9644322845417237,1.0,1.0,1.0,0.9129976511186673,0.8648853428365169,0.0,1.0,0.9403339711212039,0.0,0.27088664701115844,0.8598487256757212,1.0,0.9917356780151986,1.0,1.0,0.0,1.0,0.0,0.7476927252985884,1.0,1.0,1.0,1.0,1.0,1.0,0.2595137101039271,1.0
0.9747450218552696,0.9758026989297348,1.0,0.9633734966741653,0.9484428231323706,0.9528801025806993,0.8710395102127317,0.8122305994851956,0.0,0.9443944827538315,1.0,0.0,0.18362027721281582,0.7783548389032229,0.9967366353277527,1.0,0.9528801025807017,0.9528801025806993,0.0,0.9830022557295282,0.0,0.6938929972317589,0.9370905132595563,0.9434041644490145,0.9838715935787395,0.9674745690468534,0.9448725517577813,0.9845806573004467,0.0609186781725303,1.0
1.0,1.0,1.0,0.8968159912239964,0.897057554741369,0.9230769230769214,0.8419509754955863,0.7013735594651915,0.0,0.8927468198521286,0.9182890332045006,0.0,0.16343284588771226,0.76046260566211,0.9711391212156908,0.9665167160822,0.9230769230769228,0.9230769230769214,0.0,0.9568613204976837,0.0,0.6879750271444077,0.9007133667012996,0.9097971687950805,0.9175401121093104,0.9080727673675938,0.9107390900128532,0.9014292280829647,0.0,1.0
