Java,Classes,Packages,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,DIT,Class Variables,Class Methods,NIM,NIV,Local Methods,Methods,Default Methods,Private Methods,Protected Methods,Public Methods,BLOC,Declarative Line of Code,Executable Line of Code,Statements,Declarative Statements,Executable Statements,Comment to Code Ratio,questions
0.008000000000000007,0.008000000000000007,1.0,0.0,0.0,0.0,0.20235690235690248,0.2657342657342657,0.0,0.96,0.0,1.0,1.0,0.07913043478260873,0.024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.40623013350286075,0.3979491428867368,0.4301994301994302,0.49831649831649844,0.6643356643356643,0.0,1.0,0.38509874326750443,0.0,0.9900990099009901,0.4782608695652174,0.0,0.0,0.43019943019943024,0.4301994301994302,0.0,0.4318181818181818,0.0,0.9803921568627451,0.3991602721876357,0.46357989836250707,0.4013534617386777,0.39780051830686425,0.4408121128699243,0.4036680388121141,0.22607694837224585,0.0
0.0,0.0,0.0,0.40623013350286075,0.3979491428867368,0.4301994301994302,0.49831649831649844,0.6643356643356643,0.0,1.0,0.38509874326750443,0.0,0.9900990099009901,0.4782608695652174,0.0,0.0,0.43019943019943024,0.4301994301994302,0.0,0.4318181818181818,0.0,0.9803921568627451,0.3991602721876357,0.46357989836250707,0.4013534617386777,0.39780051830686425,0.4408121128699243,0.4036680388121141,0.22607694837224585,0.0
0.0,0.0,0.0,0.6770502225047679,0.6737272774353928,0.715099715099715,0.7306397306397308,0.7482517482517482,0.0,0.0,0.6409335727109514,0.0,0.0,0.7391304347826088,0.0,0.0,0.715099715099715,0.715099715099715,0.0,0.7159090909090909,0.0,0.9803921568627451,0.6814825539307948,0.717673630717109,0.674648620510151,0.6644295302013423,0.6730901582931865,0.6875918847397825,0.06576783952647143,0.0
0.0,0.0,0.0,0.6770502225047679,0.6737272774353928,0.715099715099715,0.7306397306397308,0.7482517482517482,0.0,0.0,0.6409335727109514,0.0,0.0,0.7391304347826088,0.0,0.0,0.715099715099715,0.715099715099715,0.0,0.7159090909090909,0.0,0.9803921568627451,0.6814825539307948,0.717673630717109,0.674648620510151,0.6644295302013423,0.6730901582931865,0.6875918847397825,0.06576783952647143,0.0
0.0,0.0,0.0,0.6770502225047679,0.6737272774353928,0.715099715099715,0.7306397306397308,0.7482517482517482,0.0,0.0,0.6409335727109514,0.0,0.0,0.7391304347826088,0.0,0.0,0.715099715099715,0.715099715099715,0.0,0.7159090909090909,0.0,0.9803921568627451,0.6814825539307948,0.717673630717109,0.674648620510151,0.6644295302013423,0.6730901582931865,0.6875918847397825,0.06576783952647143,0.0
0.0,0.0,0.0,0.6770502225047679,0.6737272774353928,0.715099715099715,0.7306397306397308,0.7482517482517482,0.0,0.0,0.6409335727109514,0.0,0.0,0.7391304347826088,0.0,0.0,0.715099715099715,0.715099715099715,0.0,0.7159090909090909,0.0,0.9803921568627451,0.6814825539307948,0.717673630717109,0.674648620510151,0.6644295302013423,0.6730901582931865,0.6875918847397825,0.06576783952647143,0.0
0.0,0.0,0.0,0.6770502225047679,0.6737272774353928,0.715099715099715,0.7306397306397308,0.7482517482517482,0.0,0.0,0.6409335727109514,0.0,0.0,0.7391304347826088,0.0,0.0,0.715099715099715,0.715099715099715,0.0,0.7159090909090909,0.0,0.9803921568627451,0.6814825539307948,0.717673630717109,0.674648620510151,0.6644295302013423,0.6730901582931865,0.6875918847397825,0.06576783952647143,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
