Java,Classes,Packages,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,DIT,Class Variables,Class Methods,NIM,NIV,Local Methods,Methods,Default Methods,Private Methods,Protected Methods,Public Methods,BLOC,Declarative Line of Code,Executable Line of Code,Statements,Declarative Statements,Executable Statements,Comment to Code Ratio,questions
0.0,0.0,0.0,0.0,0.0,0.5367428556371743,0.0,0.842771743756008,0.0,0.8819802994958107,0.5725748081379187,0.820869639225687,0.0,0.5093993492217044,0.7742963985194108,0.9485381000572866,0.7326010030897128,0.5367428556371743,1.0,0.4753931340640561,0.5747938564392906,0.6461850284737216,0.7848969028707011,0.0,0.0,0.0,0.0,0.5700014898576944,0.5159913046242912,0.0
0.0,0.0,0.0,0.0,0.0,0.5367428556371743,0.0,0.842771743756008,0.0,0.8819802994958107,0.5725748081379187,0.820869639225687,0.0,0.5093993492217044,0.7742963985194108,0.9485381000572866,0.7326010030897128,0.5367428556371743,1.0,0.4753931340640561,0.5747938564392906,0.6461850284737216,0.7848969028707011,0.0,0.0,0.0,0.0,0.5700014898576944,0.5159913046242912,0.0
0.04819277108433735,0.014156508061344868,0.03296703296703297,0.06231590165505337,0.047004288876035374,0.6847798047342497,0.007712609650661229,0.8374461692255896,0.0,0.8864535640249424,0.8898285574805324,0.8260200375475788,0.0012208963640761628,0.5809140210476945,1.0,0.7802437786230083,0.9317845665950867,0.6847798047342497,0.31099840330609557,0.7575693002401426,0.3085768291936287,1.0,0.7671457588684807,0.0051597847057072745,0.049657242540705186,0.028018529351054627,0.008052354312048007,0.7054184482235192,0.30998120266102397,0.0
0.03422782037239869,0.016086940978800986,0.08491508491508491,0.13794121181933403,0.3193734957292837,0.49674867739806045,0.757479495381049,0.6690892118775109,0.0,0.6819110884688703,0.6071921741506141,0.7334094312696482,0.12278393317383259,0.35726379373078093,0.7434256561243864,0.552051204187898,0.6787888772000344,0.49674867739806045,0.1818931035454745,0.5497586565999385,0.5675626208846613,0.6941770779575198,0.5270813157894152,0.11886374407713182,0.13889021604052934,0.116955317778751,0.11684176775161714,0.5010897178187811,1.0,0.0
0.03422782037239869,0.016086940978800986,0.08491508491508491,0.13794121181933403,0.3193734957292837,0.49674867739806045,0.757479495381049,0.6690892118775109,0.0,0.6819110884688703,0.6071921741506141,0.7334094312696482,0.12278393317383259,0.35726379373078093,0.7434256561243864,0.552051204187898,0.6787888772000344,0.49674867739806045,0.1818931035454745,0.5497586565999385,0.5675626208846613,0.6941770779575198,0.5270813157894152,0.11886374407713182,0.13889021604052934,0.116955317778751,0.11684176775161714,0.5010897178187811,1.0,0.0
0.03422782037239869,0.016086940978800986,0.08491508491508491,0.13794121181933403,0.3193734957292837,0.49674867739806045,0.757479495381049,0.6690892118775109,0.0,0.6819110884688703,0.6071921741506141,0.7334094312696482,0.12278393317383259,0.35726379373078093,0.7434256561243864,0.552051204187898,0.6787888772000344,0.49674867739806045,0.1818931035454745,0.5497586565999385,0.5675626208846613,0.6941770779575198,0.5270813157894152,0.11886374407713182,0.13889021604052934,0.116955317778751,0.11684176775161714,0.5010897178187811,1.0,0.0
0.07530120481927711,0.02162799842705466,0.03296703296703297,0.14794140843627235,0.11631152393174762,0.840294908991899,0.032592424575466634,0.9131419490284012,0.19082608695652184,0.91402676658251,0.8151306847256159,0.9622480731616169,0.012443986190846284,0.779229707149767,0.8792298684895301,0.6971484574148334,0.8693600271047427,0.840294908991899,0.09147928994082848,0.7937110420722852,0.683700822130698,0.8860530386460129,0.7692403938607426,0.02652161387085747,0.12135657241488873,0.058875731982419494,0.018103302964346327,0.8300558579830047,0.5483784696925553,0.0
0.07530120481927711,0.02162799842705466,0.03296703296703297,0.14794140843627235,0.11631152393174762,0.840294908991899,0.032592424575466634,0.9131419490284012,0.19082608695652184,0.91402676658251,0.8151306847256159,0.9622480731616169,0.012443986190846284,0.779229707149767,0.8792298684895301,0.6971484574148334,0.8693600271047427,0.840294908991899,0.09147928994082848,0.7937110420722852,0.683700822130698,0.8860530386460129,0.7692403938607426,0.02652161387085747,0.12135657241488873,0.058875731982419494,0.018103302964346327,0.8300558579830047,0.5483784696925553,0.0
0.09738955823293173,0.02097260453532573,0.08791208791208792,0.21830437192835425,0.18166332074719016,1.0,0.05103607247303572,0.9846442153155895,1.0,1.0,1.0,1.0,0.01517299624904987,1.0,0.9878523742997574,0.8107756431575365,1.0,1.0,0.12278221104132037,1.0,1.0,0.9537669745319707,1.0,0.04742435422414351,0.16257751917168395,0.10370854168508259,0.033506424212597676,1.0,0.7073486821840246,0.0
0.09738955823293173,0.02097260453532573,0.08791208791208792,0.21830437192835425,0.18166332074719016,1.0,0.05103607247303572,0.9846442153155895,1.0,1.0,1.0,1.0,0.01517299624904987,1.0,0.9878523742997574,0.8107756431575365,1.0,1.0,0.12278221104132037,1.0,1.0,0.9537669745319707,1.0,0.04742435422414351,0.16257751917168395,0.10370854168508259,0.033506424212597676,1.0,0.7073486821840246,0.0
